time,n0v,n1v
17,-55.7057,-69.2259
17.1,-55.6965,-69.223
17.2,-55.6868,-69.2214
17.3,-55.6792,-69.2196
17.4,-55.6695,-69.2136
17.5,-55.6624,-69.2138
17.6,-55.6539,-69.2123
17.7,-55.6428,-69.2109
17.8,-55.6393,-69.2082
17.9,-55.6309,-69.2054
18,-55.6213,-69.2052
18.1,-55.6122,-69.2071
18.2,-55.6004,-69.2045
18.3,-55.5995,-69.2047
18.4,-55.5952,-69.2058
18.5,-55.5859,-69.2043
18.6,-55.5762,-69.2055
18.7,-55.5679,-69.2077
18.8,-55.56,-69.209
18.9,-55.5565,-69.2084
19,-55.5483,-69.2115
19.1,-55.5386,-69.2106
19.2,-55.5324,-69.2123
19.3,-55.5246,-69.2134
19.4,-55.5146,-69.2155
19.5,-55.5061,-69.2214
19.6,-55.4946,-69.219
19.7,-55.4833,-69.2171
19.8,-55.4761,-69.2209
19.9,-55.4714,-69.2198
20,-55.4646,-69.2203
20.1,-55.4571,-69.2201
20.2,-55.4479,-69.2224
20.3,-55.4421,-69.2262
20.4,-55.4345,-69.2309
20.5,-55.4243,-69.2293
20.6,-55.4176,-69.2296
20.7,-55.4067,-69.2327
20.8,-55.3969,-69.2342
20.9,-55.3899,-69.2353
21,-55.3884,-69.2398
21.1,-55.3761,-69.2413
21.2,-55.3708,-69.2452
21.3,-55.3621,-69.2463
21.4,-55.3558,-69.2515
21.5,-55.3485,-69.2556
21.6,-55.3439,-69.2614
21.7,-55.3364,-69.2673
21.8,-55.3254,-69.2708
21.9,-55.318,-69.2742
22,-55.3079,-69.2807
22.1,-55.3005,-69.2853
22.2,-55.2907,-69.2858
22.3,-55.2793,-69.2877
22.4,-55.2704,-69.2899
22.5,-55.2676,-69.2946
22.6,-55.2648,-69.3005
22.7,-55.2574,-69.3039
22.8,-55.252,-69.3055
22.9,-55.2444,-69.3095
23,-55.2345,-69.3138
23.1,-55.2249,-69.3224
23.2,-55.2175,-69.3283
23.3,-55.2098,-69.3352
23.4,-55.2027,-69.3402
23.5,-55.1967,-69.3435
23.6,-55.1911,-69.3479
23.7,-55.1837,-69.3544
23.8,-55.1762,-69.3604
23.9,-55.168,-69.3687
24,-55.1617,-69.3717
24.1,-55.1586,-69.3725
24.2,-55.1501,-69.3797
24.3,-55.1438,-69.3885
24.4,-55.1407,-69.393
24.5,-55.1353,-69.3988
24.6,-55.1284,-69.4039
24.7,-55.1213,-69.4045
24.8,-55.1162,-69.4138
24.9,-55.108,-69.4192
25,-55.1033,-69.4268
25.1,-55.0946,-69.4298
25.2,-55.0885,-69.433
25.3,-55.0796,-69.4382
25.4,-55.0769,-69.4454
25.5,-55.073,-69.4489
25.6,-55.0676,-69.4538
25.7,-55.0647,-69.458
25.8,-55.0586,-69.4655
25.9,-55.0502,-69.4722
26,-55.0439,-69.4828
26.1,-55.037,-69.49
26.2,-55.0317,-69.4975
26.3,-55.026,-69.4999
26.4,-55.018,-69.5027
26.5,-55.0154,-69.508
26.6,-55.0114,-69.5133
26.7,-55.0065,-69.5167
26.8,-54.9966,-69.518
26.9,-54.9907,-69.5242
27,-54.986,-69.531
27.1,-54.9845,-69.5359
27.2,-54.9801,-69.5407
27.3,-54.9759,-69.5492
27.4,-54.9733,-69.5559
27.5,-54.9701,-69.561
27.6,-54.9592,-69.5659
27.7,-54.9527,-69.572
27.8,-54.948,-69.5762
27.9,-54.9438,-69.5821
28,-54.9401,-69.5876
28.1,-54.9389,-69.5968
28.2,-54.9332,-69.6032
28.3,-54.9329,-69.6076
28.4,-54.9277,-69.6084
28.5,-54.9271,-69.6099
28.6,-54.922,-69.6161
28.7,-54.9172,-69.6201
28.8,-54.9134,-69.6282
28.9,-54.9053,-69.6322
29,-54.9007,-69.6383
29.1,-54.8935,-69.6432
29.2,-54.8894,-69.6443
29.3,-54.887,-69.6529
29.4,-54.8793,-69.6605
29.5,-54.8768,-69.6649
29.6,-54.8735,-69.674
29.7,-54.8676,-69.6796
29.8,-54.8659,-69.6838
29.9,-54.8607,-69.6906
30,-54.8584,-69.6948
30.1,-54.8568,-69.7014
30.2,-54.8532,-69.7072
30.3,-54.8495,-69.715
30.4,-54.8417,-69.7203
30.5,-54.84,-69.7243
30.6,-54.8346,-69.7299
30.7,-54.833,-69.7305
30.8,-54.8283,-69.7339
30.9,-54.8233,-69.7399
31,-54.8205,-69.7438
31.1,-54.8149,-69.7491
31.2,-54.8098,-69.7569
31.3,-54.8031,-69.7609
31.4,-54.8017,-69.7667
31.5,-54.7984,-69.7712
31.6,-54.7913,-69.7757
31.7,-54.7886,-69.7831
31.8,-54.7883,-69.785
31.9,-54.7886,-69.7927
32,-54.7814,-69.7965
32.1,-54.7789,-69.8018
32.2,-54.7735,-69.8062
32.3,-54.7699,-69.8116
32.4,-54.7656,-69.8161
32.5,-54.763,-69.8234
32.6,-54.7612,-69.8277
32.7,-54.7574,-69.8325
32.8,-54.7514,-69.8379
32.9,-54.7505,-69.8423
33,-54.7488,-69.8451
33.1,-54.7464,-69.8489
33.2,-54.741,-69.8574
33.3,-54.7406,-69.8641
33.4,-54.7427,-69.8706
33.5,-54.7379,-69.8772
33.6,-54.7365,-69.8825
33.7,-54.7357,-69.884
33.8,-54.7338,-69.8882
33.9,-54.7293,-69.8928
34,-54.7267,-69.895
34.1,-54.7286,-69.8984
34.2,-54.7296,-69.905
34.3,-54.7288,-69.9088
34.4,-54.729,-69.9125
34.5,-54.7283,-69.9213
34.6,-54.728,-69.9223
34.7,-54.7263,-69.9234
34.8,-54.7226,-69.927
34.9,-54.7176,-69.9348
35,-54.717,-69.936
35.1,-54.7126,-69.934
35.2,-54.7092,-69.938
35.3,-54.7065,-69.9443
35.4,-54.7028,-69.9463
35.5,-54.7001,-69.9491
35.6,-54.6998,-69.9525
35.7,-54.6955,-69.9528
35.8,-54.6901,-69.9551
35.9,-54.6887,-69.9563
36,-54.6885,-69.9597
36.1,-54.6845,-69.9647
36.2,-54.681,-69.9691
36.3,-54.677,-69.9747
36.4,-54.6764,-69.9761
36.5,-54.6767,-69.9816
36.6,-54.6723,-69.9855
36.7,-54.6713,-69.9888
36.8,-54.6695,-69.9948
36.9,-54.6674,-69.9999
37,-54.6687,-70.0027
37.1,-54.6622,-70.0036
37.2,-54.6652,-70.0079
37.3,-54.6635,-70.0097
37.4,-54.6658,-70.0133
37.5,-54.6613,-70.0158
37.6,-54.6546,-70.0158
37.7,-54.6513,-70.019
37.8,-54.6471,-70.0235
37.9,-54.6466,-70.0256
38,-54.6447,-70.0298
38.1,-54.6413,-70.0319
38.2,-54.638,-70.0367
38.3,-54.6375,-70.0398
38.4,-54.6377,-70.0436
38.5,-54.6388,-70.0458
38.6,-54.6395,-70.0444
38.7,-54.6416,-70.0459
38.8,-54.6381,-70.0464
38.9,-54.6398,-70.0474
39,-54.6406,-70.0475
39.1,-54.6429,-70.049
39.2,-54.6425,-70.0493
39.3,-54.6401,-70.0498
39.4,-54.642,-70.0522
39.5,-54.6409,-70.054
39.6,-54.6404,-70.0544
39.7,-54.6364,-70.0553
39.8,-54.6338,-70.0548
39.9,-54.6373,-70.0557
40,-54.6352,-70.0562
40.1,-54.6337,-70.0564
40.2,-54.6321,-70.0569
40.3,-54.6314,-70.054
40.4,-54.6285,-70.0573
40.5,-54.6233,-70.0625
40.6,-54.6216,-70.0688
40.7,-54.6215,-70.0698
40.8,-54.6193,-70.0718
40.9,-54.6176,-70.0716
41,-54.6213,-70.0673
41.1,-54.6192,-70.0727
41.2,-54.6227,-70.0749
41.3,-54.6202,-70.076
41.4,-54.6208,-70.0778
41.5,-54.6173,-70.0832
41.6,-54.6159,-70.0856
41.7,-54.616,-70.0854
41.8,-54.6151,-70.0872
41.9,-54.6164,-70.0845
42,-54.613,-70.0827
42.1,-54.6125,-70.0801
42.2,-54.615,-70.0785
42.3,-54.6171,-70.0759
42.4,-54.6167,-70.0757
42.5,-54.6166,-70.0745
42.6,-54.6153,-70.0729
42.7,-54.6123,-70.073
42.8,-54.6137,-70.0736
42.9,-54.6162,-70.0784
43,-54.6149,-70.0781
43.1,-54.6211,-70.0774
43.2,-54.623,-70.0748
43.3,-54.6226,-70.0726
43.4,-54.6195,-70.0732
43.5,-54.6135,-70.0727
43.6,-54.6117,-70.077
43.7,-54.6096,-70.0769
43.8,-54.6145,-70.0772
43.9,-54.6111,-70.0806
44,-54.6134,-70.0781
44.1,-54.6141,-70.079
44.2,-54.6147,-70.0787
44.3,-54.6139,-70.0775
44.4,-54.6136,-70.0786
44.5,-54.6136,-70.0817
44.6,-54.6138,-70.0841
44.7,-54.6128,-70.0816
44.8,-54.6164,-70.0841
44.9,-54.6161,-70.079
45,-54.6184,-70.077
45.1,-54.6202,-70.0757
45.2,-54.6208,-70.0717
45.3,-54.6222,-70.0686
45.4,-54.6209,-70.0694
45.5,-54.6212,-70.0666
45.6,-54.6205,-70.0607
45.7,-54.6187,-70.0605
45.8,-54.6201,-70.0605
45.9,-54.6232,-70.0599
46,-54.6234,-70.06
46.1,-54.6256,-70.0548
46.2,-54.6224,-70.0504
46.3,-54.6224,-70.045
46.4,-54.6206,-70.0423
46.5,-54.6198,-70.0429
46.6,-54.6224,-70.0393
46.7,-54.6247,-70.0329
46.8,-54.6233,-70.0309
46.9,-54.6235,-70.0286
47,-54.6265,-70.0289
47.1,-54.6306,-70.03
47.2,-54.6354,-70.0256
47.3,-54.6384,-70.0233
47.4,-54.6373,-70.02
47.5,-54.6377,-70.0124
47.6,-54.6347,-70.0064
47.7,-54.6344,-70.0013
47.8,-54.6338,-69.9954
47.9,-54.6319,-69.9882
48,-54.6366,-69.987
48.1,-54.6383,-69.986
48.2,-54.6379,-69.9833
48.3,-54.6433,-69.9841
48.4,-54.6423,-69.9796
48.5,-54.6431,-69.9776
48.6,-54.6413,-69.9752
48.7,-54.6399,-69.9708
48.8,-54.6411,-69.9653
48.9,-54.6436,-69.963
49,-54.6446,-69.9619
49.1,-54.6466,-69.9551
49.2,-54.6439,-69.9488
49.3,-54.642,-69.9442
49.4,-54.6417,-69.9375
49.5,-54.642,-69.9335
49.6,-54.6444,-69.9308
49.7,-54.648,-69.9262
49.8,-54.6493,-69.9227
49.9,-54.65,-69.9168
50,-54.6516,-69.9068
50.1,-54.6541,-69.903
50.2,-54.6544,-69.8978
50.3,-54.6561,-69.894
50.4,-54.6586,-69.8914
50.5,-54.6636,-69.8828
50.6,-54.6627,-69.8779
50.7,-54.6647,-69.8734
50.8,-54.6677,-69.8661
50.9,-54.6725,-69.8623
51,-54.6694,-69.8579
51.1,-54.6711,-69.8555
51.2,-54.6718,-69.8537
51.3,-54.6721,-69.8444
51.4,-54.676,-69.835
51.5,-54.6779,-69.8293
51.6,-54.6795,-69.8243
51.7,-54.6772,-69.8212
51.8,-54.6772,-69.815
51.9,-54.6801,-69.8087
52,-54.6788,-69.8001
52.1,-54.68,-69.7938
52.2,-54.68,-69.7829
52.3,-54.6822,-69.7744
52.4,-54.6858,-69.7701
52.5,-54.6857,-69.7637
52.6,-54.691,-69.7586
52.7,-54.6933,-69.7547
52.8,-54.6901,-69.7483
52.9,-54.6909,-69.7389
53,-54.6964,-69.7303
53.1,-54.6973,-69.7196
53.2,-54.7004,-69.7104
53.3,-54.696,-69.7043
53.4,-54.6961,-69.6955
53.5,-54.6993,-69.6919
53.6,-54.6983,-69.6871
53.7,-54.6976,-69.6794
53.8,-54.6991,-69.6712
53.9,-54.7007,-69.6626
54,-54.7011,-69.6548
54.1,-54.7022,-69.6452
54.2,-54.7041,-69.634
54.3,-54.7063,-69.6227
54.4,-54.7097,-69.6161
54.5,-54.711,-69.6121
54.6,-54.7144,-69.6035
54.7,-54.7138,-69.5975
54.8,-54.7155,-69.5911
54.9,-54.7165,-69.5827
55,-54.7228,-69.5764
55.1,-54.7259,-69.5667
55.2,-54.7298,-69.5551
55.3,-54.7333,-69.5459
55.4,-54.7364,-69.5386
55.5,-54.7364,-69.5319
55.6,-54.7395,-69.5214
55.7,-54.7443,-69.511
55.8,-54.7439,-69.5036
55.9,-54.7453,-69.4933
56,-54.7437,-69.4795
56.1,-54.7458,-69.4699
56.2,-54.7482,-69.4581
56.3,-54.7486,-69.4484
56.4,-54.7504,-69.4406
56.5,-54.7512,-69.431
56.6,-54.7536,-69.4199
56.7,-54.7555,-69.4127
56.8,-54.757,-69.4043
56.9,-54.7595,-69.3942
57,-54.7603,-69.383
57.1,-54.7593,-69.3755
57.2,-54.7633,-69.3696
57.3,-54.7636,-69.3604
57.4,-54.7665,-69.3525
57.5,-54.7679,-69.3475
57.6,-54.7709,-69.3383
57.7,-54.7779,-69.3314
57.8,-54.7731,-69.32
57.9,-54.7754,-69.3097
58,-54.7782,-69.3009
58.1,-54.78,-69.2884
58.2,-54.7809,-69.2769
58.3,-54.7832,-69.2677
58.4,-54.785,-69.254
58.5,-54.7877,-69.2439
58.6,-54.7938,-69.2309
58.7,-54.7955,-69.2194
58.8,-54.7915,-69.2077
58.9,-54.7966,-69.1929
59,-54.7989,-69.1864
59.1,-54.8013,-69.172
59.2,-54.8073,-69.1616
59.3,-54.8049,-69.1519
59.4,-54.8094,-69.1394
59.5,-54.8121,-69.1249
59.6,-54.8157,-69.1138
59.7,-54.8164,-69.1039
59.8,-54.8179,-69.0916
59.9,-54.8171,-69.0808
60,-54.8154,-69.0734
60.1,-54.8122,-69.0599
60.2,-54.8136,-69.0474
60.3,-54.8164,-69.0333
60.4,-54.8213,-69.021
60.5,-54.8265,-69.0098
60.6,-54.8244,-68.9979
60.7,-54.8256,-68.9817
60.8,-54.8245,-68.9676
60.9,-54.8245,-68.9547
61,-54.8219,-68.9427
61.1,-54.8252,-68.9291
61.2,-54.8245,-68.9166
61.3,-54.822,-68.9022
61.4,-54.821,-68.8908
61.5,-54.8194,-68.8798
61.6,-54.8236,-68.8632
61.7,-54.8226,-68.8499
61.8,-54.8287,-68.8362
61.9,-54.8261,-68.8254
62,-54.8244,-68.8111
62.1,-54.8242,-68.797
62.2,-54.8236,-68.7847
62.3,-54.8243,-68.7714
62.4,-54.8292,-68.7576
62.5,-54.8269,-68.7425
62.6,-54.8298,-68.7288
62.7,-54.8275,-68.713
62.8,-54.8269,-68.6967
62.9,-54.8291,-68.6849
63,-54.8315,-68.6715
63.1,-54.8359,-68.6584
63.2,-54.8372,-68.644
63.3,-54.8381,-68.6289
63.4,-54.8396,-68.6134
63.5,-54.839,-68.599
63.6,-54.8388,-68.5845
63.7,-54.8405,-68.5697
63.8,-54.8452,-68.5547
63.9,-54.8435,-68.5399
64,-54.8434,-68.525
64.1,-54.8445,-68.5097
64.2,-54.8501,-68.4944
64.3,-54.8503,-68.4789
64.4,-54.8521,-68.4616
64.5,-54.8515,-68.4476
64.6,-54.8528,-68.4333
64.7,-54.8539,-68.4155
64.8,-54.8556,-68.4016
64.9,-54.8561,-68.3861
65,-54.8588,-68.3701
65.1,-54.8607,-68.3556
65.2,-54.8602,-68.3409
65.3,-54.8603,-68.3266
65.4,-54.8584,-68.3095
65.5,-54.8567,-68.2919
65.6,-54.8573,-68.2789
65.7,-54.8592,-68.2635
65.8,-54.8574,-68.2456
65.9,-54.8569,-68.2278
66,-54.8594,-68.2113
66.1,-54.8572,-68.1968
66.2,-54.8611,-68.1812
66.3,-54.8597,-68.1631
66.4,-54.8624,-68.1442
66.5,-54.8605,-68.1264
66.6,-54.8636,-68.1083
66.7,-54.8638,-68.0914
66.8,-54.8635,-68.0771
66.9,-54.8631,-68.059
67,-54.8691,-68.0408
67.1,-54.8721,-68.0249
67.2,-54.8738,-68.0076
67.3,-54.8721,-67.9891
67.4,-54.8757,-67.9713
67.5,-54.8751,-67.9539
67.6,-54.873,-67.937
67.7,-54.8696,-67.9182
67.8,-54.8731,-67.8986
67.9,-54.8751,-67.8816
68,-54.8757,-67.8608
68.1,-54.8766,-67.8421
68.2,-54.8749,-67.824
68.3,-54.8755,-67.8054
68.4,-54.8776,-67.7868
68.5,-54.8795,-67.7663
68.6,-54.8855,-67.748
68.7,-54.8843,-67.7295
68.8,-54.8842,-67.7102
68.9,-54.8876,-67.6919
69,-54.8932,-67.6733
69.1,-54.8986,-67.6541
69.2,-54.8984,-67.632
69.3,-54.8994,-67.6124
69.4,-54.904,-67.5931
69.5,-54.9048,-67.5734
69.6,-54.9041,-67.5524
69.7,-54.9026,-67.5338
69.8,-54.9026,-67.5122
69.9,-54.9091,-67.492
70,-54.9093,-67.4708
70.1,-54.913,-67.4505
70.2,-54.9154,-67.4279
70.3,-54.9143,-67.4058
70.4,-54.9171,-67.3836
70.5,-54.917,-67.3623
70.6,-54.9175,-67.341
70.7,-54.9203,-67.3203
70.8,-54.9192,-67.2986
70.9,-54.9168,-67.2781
71,-54.9167,-67.2557
71.1,-54.9187,-67.2346
71.2,-54.9213,-67.2132
71.3,-54.9242,-67.1924
71.4,-54.9321,-67.1693
71.5,-54.9313,-67.1481
71.6,-54.9297,-67.1258
71.7,-54.934,-67.1023
71.8,-54.9314,-67.0806
71.9,-54.9332,-67.0582
72,-54.9326,-67.0359
72.1,-54.9338,-67.012
72.2,-54.9326,-66.9888
72.3,-54.9333,-66.9664
72.4,-54.9337,-66.942
72.5,-54.9357,-66.9206
72.6,-54.9389,-66.899
72.7,-54.9435,-66.8739
72.8,-54.9446,-66.85
72.9,-54.9441,-66.825
73,-54.9471,-66.8005
73.1,-54.9452,-66.7772
73.2,-54.942,-66.7531
73.3,-54.938,-66.729
73.4,-54.9431,-66.7039
73.5,-54.944,-66.6793
73.6,-54.9438,-66.6554
73.7,-54.9448,-66.6299
73.8,-54.9476,-66.6044
73.9,-54.9482,-66.5797
74,-54.9504,-66.5541
74.1,-54.9528,-66.5298
74.2,-54.9552,-66.5044
74.3,-54.9578,-66.4795
74.4,-54.9563,-66.4545
74.5,-54.9553,-66.4287
74.6,-54.9574,-66.4028
74.7,-54.9623,-66.377
74.8,-54.9647,-66.3508
74.9,-54.9643,-66.3256
75,-54.9615,-66.3
75.1,-54.9659,-66.2736
75.2,-54.9668,-66.2478
75.3,-54.9647,-66.2214
75.4,-54.9669,-66.1951
75.5,-54.968,-66.1686
75.6,-54.9682,-66.1415
75.7,-54.9729,-66.1153
75.8,-54.973,-66.0892
75.9,-54.9747,-66.0615
76,-54.9792,-66.0338
76.1,-54.9763,-66.0071
76.2,-54.9769,-65.9792
76.3,-54.9746,-65.9519
76.4,-54.9721,-65.9242
76.5,-54.9729,-65.8966
76.6,-54.9751,-65.8686
76.7,-54.9769,-65.8396
76.8,-54.9787,-65.8115
76.9,-54.9821,-65.7829
77,-54.9837,-65.7541
77.1,-54.9831,-65.7257
77.2,-54.9882,-65.6961
77.3,-54.9901,-65.667
77.4,-54.9839,-65.6378
77.5,-54.985,-65.6083
77.6,-54.9869,-65.5793
77.7,-54.9913,-65.5497
77.8,-54.9924,-65.5194
77.9,-54.993,-65.4895
78,-54.9934,-65.4597
78.1,-54.9951,-65.4296
78.2,-54.9933,-65.3995
78.3,-54.9934,-65.3687
78.4,-54.9923,-65.3381
78.5,-54.9879,-65.3071
78.6,-54.9893,-65.2761
78.7,-54.9894,-65.2452
78.8,-54.9897,-65.2138
78.9,-54.9888,-65.1823
79,-54.9874,-65.1505
79.1,-54.987,-65.1188
79.2,-54.9858,-65.0868
79.3,-54.9861,-65.0547
79.4,-54.9847,-65.0223
79.5,-54.9822,-64.9899
79.6,-54.9831,-64.9572
79.7,-54.9831,-64.9244
79.8,-54.9827,-64.8914
79.9,-54.9825,-64.8582
80,-54.9825,-64.8248
80.1,-54.9866,-64.7912
80.2,-54.9874,-64.7575
80.3,-54.9876,-64.7235
80.4,-54.9801,-64.6898
80.5,-54.9757,-64.6554
80.6,-54.9756,-64.621
80.7,-54.9784,-64.5864
80.8,-54.9804,-64.5518
80.9,-54.9782,-64.5169
81,-54.9814,-64.4817
81.1,-54.9842,-64.4459
81.2,-54.9835,-64.4104
81.3,-54.9851,-64.3746
81.4,-54.9822,-64.3386
81.5,-54.9798,-64.3019
81.6,-54.9822,-64.2656
81.7,-54.9851,-64.2288
81.8,-54.9869,-64.1913
81.9,-54.9881,-64.1537
82,-54.985,-64.1157
82.1,-54.9878,-64.0777
82.2,-54.9876,-64.0401
82.3,-54.9896,-64.003
82.4,-54.9909,-63.9656
82.5,-54.9889,-63.9264
82.6,-54.9909,-63.8878
82.7,-54.9886,-63.8483
82.8,-54.9902,-63.8083
82.9,-54.9897,-63.7682
83,-54.9864,-63.7283
83.1,-54.9865,-63.6885
83.2,-54.984,-63.6492
83.3,-54.9838,-63.6087
83.4,-54.9788,-63.568
83.5,-54.9785,-63.5268
83.6,-54.9788,-63.4858
83.7,-54.9793,-63.4444
83.8,-54.9789,-63.4019
83.9,-54.9808,-63.3608
84,-54.9812,-63.3188
84.1,-54.9827,-63.2762
84.2,-54.9895,-63.2341
84.3,-54.9916,-63.1906
84.4,-54.9897,-63.1465
84.5,-54.9894,-63.1035
84.6,-54.988,-63.0576
84.7,-54.9873,-63.0124
84.8,-54.9868,-62.9674
84.9,-54.9884,-62.9207
85,-54.9909,-62.8746
85.1,-54.9946,-62.8286
85.2,-54.9926,-62.7823
85.3,-54.9956,-62.735
85.4,-54.9967,-62.6878
85.5,-54.993,-62.6417
85.6,-54.9936,-62.5941
85.7,-54.9996,-62.5459
85.8,-54.9985,-62.4972
85.9,-54.9934,-62.4473
86,-54.9932,-62.3988
86.1,-54.9906,-62.3508
86.2,-54.9903,-62.3009
86.3,-54.9873,-62.249
86.4,-54.9874,-62.1978
86.5,-54.9822,-62.1455
86.6,-54.9822,-62.094
86.7,-54.9807,-62.0415
86.8,-54.9816,-61.9901
86.9,-54.9811,-61.9369
87,-54.9829,-61.8849
87.1,-54.9847,-61.8292
87.2,-54.9855,-61.7737
87.3,-54.9825,-61.7178
87.4,-54.9811,-61.6591
87.5,-54.9814,-61.6023
87.6,-54.9803,-61.5471
87.7,-54.9798,-61.4866
87.8,-54.9787,-61.4272
87.9,-54.9779,-61.3671
88,-54.9787,-61.3019
88.1,-54.978,-61.2397
88.2,-54.9797,-61.1799
88.3,-54.9799,-61.1125
88.4,-54.9837,-61.048
88.5,-54.9838,-60.9864
88.6,-54.9846,-60.9238
88.7,-54.9824,-60.8552
88.8,-54.9851,-60.7863
88.9,-54.9833,-60.7202
89,-54.9844,-60.6508
89.1,-54.9849,-60.579
89.2,-54.9881,-60.5087
89.3,-54.9831,-60.434
89.4,-54.9806,-60.3652
89.5,-54.983,-60.2951
