time,n0v,n1v
17.8,-55.9097,-69.2082
17.9,-55.8975,-69.2054
18,-55.8842,-69.2052
18.1,-55.8714,-69.2071
18.2,-55.856,-69.2045
18.3,-55.8512,-69.2047
18.4,-55.8431,-69.2058
18.5,-55.8301,-69.2043
18.6,-55.8168,-69.2055
18.7,-55.8048,-69.2077
18.8,-55.7933,-69.209
18.9,-55.7861,-69.2084
19,-55.7743,-69.2115
19.1,-55.7611,-69.2106
19.2,-55.7512,-69.2123
19.3,-55.74,-69.2134
19.4,-55.7264,-69.2155
19.5,-55.7145,-69.2214
19.6,-55.6996,-69.219
19.7,-55.6849,-69.2171
19.8,-55.6742,-69.2209
19.9,-55.666,-69.2198
20,-55.6558,-69.2203
20.1,-55.6449,-69.2201
20.2,-55.6324,-69.2224
20.3,-55.6232,-69.2262
20.4,-55.6122,-69.2309
20.5,-55.5988,-69.2293
20.6,-55.5888,-69.2296
20.7,-55.5747,-69.2327
20.8,-55.5616,-69.2342
20.9,-55.5513,-69.2353
21,-55.5465,-69.2398
21.1,-55.5311,-69.2413
21.2,-55.5226,-69.2452
21.3,-55.5106,-69.2463
21.4,-55.5012,-69.2515
21.5,-55.4907,-69.2556
21.6,-55.483,-69.2614
21.7,-55.4723,-69.2673
21.8,-55.4583,-69.2708
21.9,-55.4478,-69.2742
22,-55.4347,-69.2807
22.1,-55.4242,-69.2853
22.2,-55.4114,-69.2858
22.3,-55.397,-69.2877
22.4,-55.3852,-69.2899
22.5,-55.3793,-69.2946
22.6,-55.3736,-69.3005
22.7,-55.3632,-69.3039
22.8,-55.3549,-69.3055
22.9,-55.3443,-69.3095
23,-55.3316,-69.3138
23.1,-55.3191,-69.3224
23.2,-55.3088,-69.3283
23.3,-55.2982,-69.3352
23.4,-55.2883,-69.3402
23.5,-55.2794,-69.3435
23.6,-55.271,-69.3479
23.7,-55.2608,-69.3544
23.8,-55.2506,-69.3604
23.9,-55.2396,-69.3687
24,-55.2305,-69.3717
24.1,-55.2247,-69.3725
24.2,-55.2135,-69.3797
24.3,-55.2044,-69.3885
24.4,-55.1987,-69.393
24.5,-55.1906,-69.3988
24.6,-55.181,-69.4039
24.7,-55.1712,-69.4045
24.8,-55.1635,-69.4138
24.9,-55.1527,-69.4192
25,-55.1453,-69.4268
25.1,-55.134,-69.4298
25.2,-55.1253,-69.433
25.3,-55.1138,-69.4382
25.4,-55.1086,-69.4454
25.5,-55.1021,-69.4489
25.6,-55.0942,-69.4538
25.7,-55.0888,-69.458
25.8,-55.0802,-69.4655
25.9,-55.0693,-69.4722
26,-55.0604,-69.4828
26.1,-55.0511,-69.49
26.2,-55.0434,-69.4975
26.3,-55.0352,-69.4999
26.4,-55.0248,-69.5027
26.5,-55.0197,-69.508
26.6,-55.0134,-69.5133
26.7,-55.0061,-69.5167
26.8,-54.9938,-69.518
26.9,-54.9856,-69.5242
27,-54.9785,-69.531
27.1,-54.9746,-69.5359
27.2,-54.968,-69.5407
27.3,-54.9614,-69.5492
27.4,-54.9565,-69.5559
27.5,-54.9511,-69.561
27.6,-54.938,-69.5659
27.7,-54.9292,-69.572
27.8,-54.9223,-69.5762
27.9,-54.9158,-69.5821
28,-54.9098,-69.5876
28.1,-54.9065,-69.5968
28.2,-54.8986,-69.6032
28.3,-54.8962,-69.6076
28.4,-54.8887,-69.6084
28.5,-54.8861,-69.6099
28.6,-54.8788,-69.6161
28.7,-54.8719,-69.6201
28.8,-54.866,-69.6282
28.9,-54.8557,-69.6322
29,-54.849,-69.6383
29.1,-54.8398,-69.6432
29.2,-54.8337,-69.6443
29.3,-54.8291,-69.6529
29.4,-54.8194,-69.6605
29.5,-54.8149,-69.6649
29.6,-54.8096,-69.674
29.7,-54.8017,-69.6796
29.8,-54.798,-69.6838
29.9,-54.7909,-69.6906
30,-54.7866,-69.6948
30.1,-54.7831,-69.7014
30.2,-54.7776,-69.7072
30.3,-54.772,-69.715
30.4,-54.7622,-69.7203
30.5,-54.7587,-69.7243
30.6,-54.7513,-69.7299
30.7,-54.7479,-69.7305
30.8,-54.7413,-69.7339
30.9,-54.7345,-69.7399
31,-54.7298,-69.7438
31.1,-54.7225,-69.7491
31.2,-54.7155,-69.7569
31.3,-54.707,-69.7609
31.4,-54.7039,-69.7667
31.5,-54.6987,-69.7712
31.6,-54.6899,-69.7757
31.7,-54.6855,-69.7831
31.8,-54.6835,-69.785
31.9,-54.6821,-69.7927
32,-54.6732,-69.7965
32.1,-54.6689,-69.8018
32.2,-54.6619,-69.8062
32.3,-54.6565,-69.8116
32.4,-54.6506,-69.8161
32.5,-54.6464,-69.8234
32.6,-54.643,-69.8277
32.7,-54.6375,-69.8325
32.8,-54.6299,-69.8379
32.9,-54.6275,-69.8423
33,-54.6242,-69.8451
33.1,-54.6202,-69.8489
33.2,-54.6132,-69.8574
33.3,-54.6113,-69.8641
33.4,-54.6119,-69.8706
33.5,-54.6056,-69.8772
33.6,-54.6027,-69.8825
33.7,-54.6005,-69.884
33.8,-54.5971,-69.8882
33.9,-54.5912,-69.8928
34,-54.5871,-69.895
34.1,-54.5877,-69.8984
34.2,-54.5873,-69.905
34.3,-54.5851,-69.9088
34.4,-54.5839,-69.9125
34.5,-54.5818,-69.9213
34.6,-54.5802,-69.9223
34.7,-54.5772,-69.9234
34.8,-54.5721,-69.927
34.9,-54.5658,-69.9348
35,-54.5639,-69.936
35.1,-54.5582,-69.934
35.2,-54.5535,-69.938
35.3,-54.5495,-69.9443
35.4,-54.5446,-69.9463
35.5,-54.5406,-69.9491
35.6,-54.5391,-69.9525
35.7,-54.5335,-69.9528
35.8,-54.5269,-69.9551
35.9,-54.5243,-69.9563
36,-54.5229,-69.9597
36.1,-54.5177,-69.9647
36.2,-54.513,-69.9691
36.3,-54.5079,-69.9747
36.4,-54.5061,-69.9761
36.5,-54.5053,-69.9816
36.6,-54.4999,-69.9855
36.7,-54.4977,-69.9888
36.8,-54.4949,-69.9948
36.9,-54.4916,-69.9999
37,-54.492,-70.0027
37.1,-54.4843,-70.0036
37.2,-54.4864,-70.0079
37.3,-54.4837,-70.0097
37.4,-54.485,-70.0133
37.5,-54.4795,-70.0158
37.6,-54.4717,-70.0158
37.7,-54.4674,-70.019
37.8,-54.4622,-70.0235
37.9,-54.4607,-70.0256
38,-54.4579,-70.0298
38.1,-54.4536,-70.0319
38.2,-54.4493,-70.0367
38.3,-54.4479,-70.0398
38.4,-54.4472,-70.0436
38.5,-54.4475,-70.0458
38.6,-54.4474,-70.0444
38.7,-54.4487,-70.0459
38.8,-54.4443,-70.0464
38.9,-54.4452,-70.0474
39,-54.4453,-70.0475
39.1,-54.4469,-70.049
39.2,-54.4457,-70.0493
39.3,-54.4425,-70.0498
39.4,-54.4437,-70.0522
39.5,-54.4419,-70.054
39.6,-54.4407,-70.0544
39.7,-54.436,-70.0553
39.8,-54.4326,-70.0548
39.9,-54.4355,-70.0557
40,-54.4327,-70.0562
40.1,-54.4305,-70.0564
40.2,-54.4283,-70.0569
40.3,-54.4269,-70.054
40.4,-54.4234,-70.0573
40.5,-54.4175,-70.0625
40.6,-54.4152,-70.0688
40.7,-54.4144,-70.0698
40.8,-54.4117,-70.0718
40.9,-54.4094,-70.0716
41,-54.4126,-70.0673
41.1,-54.4099,-70.0727
41.2,-54.413,-70.0749
41.3,-54.41,-70.076
41.4,-54.41,-70.0778
41.5,-54.406,-70.0832
41.6,-54.4041,-70.0856
41.7,-54.4038,-70.0854
41.8,-54.4024,-70.0872
41.9,-54.4033,-70.0845
42,-54.3994,-70.0827
42.1,-54.3985,-70.0801
42.2,-54.4007,-70.0785
42.3,-54.4024,-70.0759
42.4,-54.4016,-70.0757
42.5,-54.4011,-70.0745
42.6,-54.3995,-70.0729
42.7,-54.3961,-70.073
42.8,-54.3971,-70.0736
42.9,-54.3994,-70.0784
43,-54.3977,-70.0781
43.1,-54.4038,-70.0774
43.2,-54.4055,-70.0748
43.3,-54.4048,-70.0726
43.4,-54.4014,-70.0732
43.5,-54.395,-70.0727
43.6,-54.393,-70.077
43.7,-54.3906,-70.0769
43.8,-54.3954,-70.0772
43.9,-54.3917,-70.0806
44,-54.3939,-70.0781
44.1,-54.3944,-70.079
44.2,-54.3949,-70.0787
44.3,-54.3939,-70.0775
44.4,-54.3934,-70.0786
44.5,-54.3933,-70.0817
44.6,-54.3933,-70.0841
44.7,-54.3922,-70.0816
44.8,-54.3959,-70.0841
44.9,-54.3954,-70.079
45,-54.3977,-70.077
45.1,-54.3994,-70.0757
45.2,-54.4,-70.0717
45.3,-54.4014,-70.0686
45.4,-54.4001,-70.0694
45.5,-54.4003,-70.0666
45.6,-54.3996,-70.0607
45.7,-54.3978,-70.0605
45.8,-54.3992,-70.0605
45.9,-54.4024,-70.0599
46,-54.4027,-70.06
46.1,-54.405,-70.0548
46.2,-54.4018,-70.0504
46.3,-54.4018,-70.045
46.4,-54.4001,-70.0423
46.5,-54.3993,-70.0429
46.6,-54.4021,-70.0393
46.7,-54.4045,-70.0329
46.8,-54.4032,-70.0309
46.9,-54.4035,-70.0286
47,-54.4067,-70.0289
47.1,-54.411,-70.03
47.2,-54.4161,-70.0256
47.3,-54.4193,-70.0233
47.4,-54.4183,-70.02
47.5,-54.419,-70.0124
47.6,-54.4161,-70.0064
47.7,-54.416,-70.0013
47.8,-54.4156,-69.9954
47.9,-54.414,-69.9882
48,-54.419,-69.987
48.1,-54.421,-69.986
48.2,-54.4208,-69.9833
48.3,-54.4265,-69.9841
48.4,-54.4258,-69.9796
48.5,-54.4269,-69.9776
48.6,-54.4254,-69.9752
48.7,-54.4242,-69.9708
48.8,-54.4257,-69.9653
48.9,-54.4286,-69.963
49,-54.4299,-69.9619
49.1,-54.4323,-69.9551
49.2,-54.4299,-69.9488
49.3,-54.4283,-69.9442
49.4,-54.4284,-69.9375
49.5,-54.429,-69.9335
49.6,-54.4319,-69.9308
49.7,-54.4359,-69.9262
49.8,-54.4376,-69.9227
49.9,-54.4387,-69.9168
50,-54.4408,-69.9068
50.1,-54.4437,-69.903
50.2,-54.4444,-69.8978
50.3,-54.4466,-69.894
50.4,-54.4496,-69.8914
50.5,-54.4551,-69.8828
50.6,-54.4546,-69.8779
50.7,-54.4572,-69.8734
50.8,-54.4607,-69.8661
50.9,-54.4661,-69.8623
51,-54.4634,-69.8579
51.1,-54.4657,-69.8555
51.2,-54.4669,-69.8537
51.3,-54.4677,-69.8444
51.4,-54.4721,-69.835
51.5,-54.4746,-69.8293
51.6,-54.4768,-69.8243
51.7,-54.475,-69.8212
51.8,-54.4755,-69.815
51.9,-54.4791,-69.8087
52,-54.4783,-69.8001
52.1,-54.4801,-69.7938
52.2,-54.4806,-69.7829
52.3,-54.4834,-69.7744
52.4,-54.4877,-69.7701
52.5,-54.4882,-69.7637
52.6,-54.4941,-69.7586
52.7,-54.4971,-69.7547
52.8,-54.4945,-69.7483
52.9,-54.4959,-69.7389
53,-54.5021,-69.7303
53.1,-54.5037,-69.7196
53.2,-54.5074,-69.7104
53.3,-54.5036,-69.7043
53.4,-54.5043,-69.6955
53.5,-54.5082,-69.6919
53.6,-54.5078,-69.6871
53.7,-54.5078,-69.6794
53.8,-54.51,-69.6712
53.9,-54.5123,-69.6626
54,-54.5134,-69.6548
54.1,-54.5151,-69.6452
54.2,-54.5178,-69.634
54.3,-54.5207,-69.6227
54.4,-54.5248,-69.6161
54.5,-54.5268,-69.6121
54.6,-54.531,-69.6035
54.7,-54.531,-69.5975
54.8,-54.5335,-69.5911
54.9,-54.5353,-69.5827
55,-54.5424,-69.5764
55.1,-54.5462,-69.5667
55.2,-54.5509,-69.5551
55.3,-54.5552,-69.5459
55.4,-54.559,-69.5386
55.5,-54.5599,-69.5319
55.6,-54.5638,-69.5214
55.7,-54.5693,-69.511
55.8,-54.5697,-69.5036
55.9,-54.5719,-69.4933
56,-54.5711,-69.4795
56.1,-54.5739,-69.4699
56.2,-54.5771,-69.4581
56.3,-54.5783,-69.4484
56.4,-54.5809,-69.4406
56.5,-54.5825,-69.431
56.6,-54.5857,-69.4199
56.7,-54.5884,-69.4127
56.8,-54.5907,-69.4043
56.9,-54.594,-69.3942
57,-54.5956,-69.383
57.1,-54.5954,-69.3755
57.2,-54.6002,-69.3696
57.3,-54.6013,-69.3604
57.4,-54.6051,-69.3525
57.5,-54.6073,-69.3475
57.6,-54.6112,-69.3383
57.7,-54.6191,-69.3314
57.8,-54.615,-69.32
57.9,-54.6181,-69.3097
58,-54.6218,-69.3009
58.1,-54.6244,-69.2884
58.2,-54.6262,-69.2769
58.3,-54.6293,-69.2677
58.4,-54.6319,-69.254
58.5,-54.6355,-69.2439
58.6,-54.6425,-69.2309
58.7,-54.645,-69.2194
58.8,-54.6418,-69.2077
58.9,-54.6478,-69.1929
59,-54.6509,-69.1864
59.1,-54.6542,-69.172
59.2,-54.6611,-69.1616
59.3,-54.6595,-69.1519
59.4,-54.6648,-69.1394
59.5,-54.6685,-69.1249
59.6,-54.6729,-69.1138
59.7,-54.6744,-69.1039
59.8,-54.6769,-69.0916
59.9,-54.6769,-69.0808
60,-54.676,-69.0734
60.1,-54.6736,-69.0599
60.2,-54.6758,-69.0474
60.3,-54.6795,-69.0333
60.4,-54.6852,-69.021
60.5,-54.6913,-69.0098
60.6,-54.69,-68.9979
60.7,-54.6921,-68.9817
60.8,-54.6918,-68.9676
60.9,-54.6926,-68.9547
61,-54.6907,-68.9427
61.1,-54.6949,-68.9291
61.2,-54.695,-68.9166
61.3,-54.6934,-68.9022
61.4,-54.6931,-68.8908
61.5,-54.6923,-68.8798
61.6,-54.6973,-68.8632
61.7,-54.6972,-68.8499
61.8,-54.7041,-68.8362
61.9,-54.7023,-68.8254
62,-54.7014,-68.8111
62.1,-54.702,-68.797
62.2,-54.7021,-68.7847
62.3,-54.7036,-68.7714
62.4,-54.7094,-68.7576
62.5,-54.7079,-68.7425
62.6,-54.7116,-68.7288
62.7,-54.7101,-68.713
62.8,-54.7102,-68.6967
62.9,-54.7132,-68.6849
63,-54.7165,-68.6715
63.1,-54.7217,-68.6584
63.2,-54.7237,-68.644
63.3,-54.7255,-68.6289
63.4,-54.7278,-68.6134
63.5,-54.7279,-68.599
63.6,-54.7285,-68.5845
63.7,-54.731,-68.5697
63.8,-54.7364,-68.5547
63.9,-54.7356,-68.5399
64,-54.7362,-68.525
64.1,-54.7381,-68.5097
64.2,-54.7445,-68.4944
64.3,-54.7455,-68.4789
64.4,-54.748,-68.4616
64.5,-54.7482,-68.4476
64.6,-54.7502,-68.4333
64.7,-54.7521,-68.4155
64.8,-54.7545,-68.4016
64.9,-54.7557,-68.3861
65,-54.7593,-68.3701
65.1,-54.7619,-68.3556
65.2,-54.7622,-68.3409
65.3,-54.7629,-68.3266
65.4,-54.7618,-68.3095
65.5,-54.7607,-68.2919
65.6,-54.7621,-68.2789
65.7,-54.7647,-68.2635
65.8,-54.7636,-68.2456
65.9,-54.7639,-68.2278
66,-54.7671,-68.2113
66.1,-54.7656,-68.1968
66.2,-54.7702,-68.1812
66.3,-54.7695,-68.1631
66.4,-54.7729,-68.1442
66.5,-54.7717,-68.1264
66.6,-54.7755,-68.1083
66.7,-54.7764,-68.0914
66.8,-54.7768,-68.0771
66.9,-54.7771,-68.059
67,-54.7838,-68.0408
67.1,-54.7875,-68.0249
67.2,-54.7899,-68.0076
67.3,-54.7889,-67.9891
67.4,-54.7932,-67.9713
67.5,-54.7932,-67.9539
67.6,-54.7918,-67.937
67.7,-54.789,-67.9182
67.8,-54.7932,-67.8986
67.9,-54.7959,-67.8816
68,-54.7971,-67.8608
68.1,-54.7987,-67.8421
68.2,-54.7976,-67.824
68.3,-54.7989,-67.8054
68.4,-54.8017,-67.7868
68.5,-54.8042,-67.7663
68.6,-54.8108,-67.748
68.7,-54.8102,-67.7295
68.8,-54.8107,-67.7102
68.9,-54.8148,-67.6919
69,-54.8211,-67.6733
69.1,-54.8272,-67.6541
69.2,-54.8276,-67.632
69.3,-54.8292,-67.6124
69.4,-54.8345,-67.5931
69.5,-54.8359,-67.5734
69.6,-54.8357,-67.5524
69.7,-54.8348,-67.5338
69.8,-54.8355,-67.5122
69.9,-54.8426,-67.492
70,-54.8434,-67.4708
70.1,-54.8477,-67.4505
70.2,-54.8507,-67.4279
70.3,-54.8502,-67.4058
70.4,-54.8536,-67.3836
70.5,-54.8541,-67.3623
70.6,-54.8551,-67.341
70.7,-54.8585,-67.3203
70.8,-54.858,-67.2986
70.9,-54.8561,-67.2781
71,-54.8566,-67.2557
71.1,-54.8592,-67.2346
71.2,-54.8623,-67.2132
71.3,-54.8658,-67.1924
71.4,-54.8743,-67.1693
71.5,-54.8741,-67.1481
71.6,-54.873,-67.1258
71.7,-54.8779,-67.1023
71.8,-54.8758,-67.0806
71.9,-54.8781,-67.0582
72,-54.8781,-67.0359
72.1,-54.8798,-67.012
72.2,-54.8791,-66.9888
72.3,-54.8803,-66.9664
72.4,-54.8813,-66.942
72.5,-54.8838,-66.9206
72.6,-54.8875,-66.899
72.7,-54.8926,-66.8739
72.8,-54.8943,-66.85
72.9,-54.8943,-66.825
73,-54.8978,-66.8005
73.1,-54.8963,-66.7772
73.2,-54.8937,-66.7531
73.3,-54.8901,-66.729
73.4,-54.8957,-66.7039
73.5,-54.8971,-66.6793
73.6,-54.8974,-66.6554
73.7,-54.8988,-66.6299
73.8,-54.9021,-66.6044
73.9,-54.9032,-66.5797
74,-54.9059,-66.5541
74.1,-54.9088,-66.5298
74.2,-54.9116,-66.5044
74.3,-54.9147,-66.4795
74.4,-54.9137,-66.4545
74.5,-54.9131,-66.4287
74.6,-54.9156,-66.4028
74.7,-54.921,-66.377
74.8,-54.9238,-66.3508
74.9,-54.9239,-66.3256
75,-54.9215,-66.3
75.1,-54.9264,-66.2736
75.2,-54.9277,-66.2478
75.3,-54.926,-66.2214
75.4,-54.9286,-66.1951
75.5,-54.9301,-66.1686
75.6,-54.9308,-66.1415
75.7,-54.9359,-66.1153
75.8,-54.9364,-66.0892
75.9,-54.9385,-66.0615
76,-54.9435,-66.0338
76.1,-54.941,-66.0071
76.2,-54.942,-65.9792
76.3,-54.94,-65.9519
76.4,-54.9379,-65.9242
76.5,-54.9391,-65.8966
76.6,-54.9416,-65.8686
76.7,-54.9438,-65.8396
76.8,-54.946,-65.8115
76.9,-54.9498,-65.7829
77,-54.9518,-65.7541
77.1,-54.9516,-65.7257
77.2,-54.9571,-65.6961
77.3,-54.9593,-65.667
77.4,-54.9534,-65.6378
77.5,-54.9549,-65.6083
77.6,-54.9572,-65.5793
77.7,-54.9619,-65.5497
77.8,-54.9634,-65.5194
77.9,-54.9643,-65.4895
78,-54.9651,-65.4597
78.1,-54.9671,-65.4296
78.2,-54.9656,-65.3995
78.3,-54.9661,-65.3687
78.4,-54.9653,-65.3381
78.5,-54.9612,-65.3071
78.6,-54.9629,-65.2761
78.7,-54.9634,-65.2452
78.8,-54.9639,-65.2138
78.9,-54.9634,-65.1823
79,-54.9623,-65.1505
79.1,-54.9622,-65.1188
79.2,-54.9613,-65.0868
79.3,-54.9619,-65.0547
79.4,-54.9608,-65.0223
79.5,-54.9586,-64.9899
79.6,-54.9598,-64.9572
79.7,-54.96,-64.9244
79.8,-54.96,-64.8914
79.9,-54.96,-64.8582
80,-54.9603,-64.8248
80.1,-54.9647,-64.7912
80.2,-54.9658,-64.7575
80.3,-54.9663,-64.7235
80.4,-54.9591,-64.6898
80.5,-54.9549,-64.6554
80.6,-54.955,-64.621
80.7,-54.9581,-64.5864
80.8,-54.9604,-64.5518
80.9,-54.9585,-64.5169
81,-54.962,-64.4817
81.1,-54.965,-64.4459
81.2,-54.9646,-64.4104
81.3,-54.9664,-64.3746
81.4,-54.9637,-64.3386
81.5,-54.9615,-64.3019
81.6,-54.9642,-64.2656
81.7,-54.9673,-64.2288
81.8,-54.9694,-64.1913
81.9,-54.9708,-64.1537
82,-54.968,-64.1157
82.1,-54.971,-64.0777
82.2,-54.9711,-64.0401
82.3,-54.9732,-64.003
82.4,-54.9748,-63.9656
82.5,-54.9729,-63.9264
82.6,-54.9752,-63.8878
82.7,-54.9731,-63.8483
82.8,-54.975,-63.8083
82.9,-54.9746,-63.7682
83,-54.9715,-63.7283
83.1,-54.9719,-63.6885
83.2,-54.9696,-63.6492
83.3,-54.9696,-63.6087
83.4,-54.9648,-63.568
83.5,-54.9647,-63.5268
83.6,-54.9651,-63.4858
83.7,-54.9658,-63.4444
83.8,-54.9657,-63.4019
83.9,-54.9678,-63.3608
84,-54.9684,-63.3188
84.1,-54.9701,-63.2762
84.2,-54.977,-63.2341
84.3,-54.9793,-63.1906
84.4,-54.9776,-63.1465
84.5,-54.9774,-63.1035
84.6,-54.9762,-63.0576
84.7,-54.9757,-63.0124
84.8,-54.9754,-62.9674
84.9,-54.9772,-62.9207
85,-54.9798,-62.8746
85.1,-54.9837,-62.8286
85.2,-54.9819,-62.7823
85.3,-54.9851,-62.735
85.4,-54.9863,-62.6878
85.5,-54.9828,-62.6417
85.6,-54.9835,-62.5941
85.7,-54.9897,-62.5459
85.8,-54.9887,-62.4972
85.9,-54.9838,-62.4473
86,-54.9838,-62.3988
86.1,-54.9813,-62.3508
86.2,-54.9811,-62.3009
86.3,-54.9783,-62.249
86.4,-54.9786,-62.1978
86.5,-54.9735,-62.1455
86.6,-54.9736,-62.094
86.7,-54.9722,-62.0415
86.8,-54.9733,-61.9901
86.9,-54.973,-61.9369
87,-54.9749,-61.8849
87.1,-54.9768,-61.8292
87.2,-54.9777,-61.7737
87.3,-54.9749,-61.7178
87.4,-54.9736,-61.6591
87.5,-54.974,-61.6023
87.6,-54.9731,-61.5471
87.7,-54.9727,-61.4866
87.8,-54.9717,-61.4272
87.9,-54.971,-61.3671
88,-54.972,-61.3019
88.1,-54.9714,-61.2397
88.2,-54.9732,-61.1799
88.3,-54.9735,-61.1125
88.4,-54.9774,-61.048
88.5,-54.9776,-60.9864
88.6,-54.9785,-60.9238
88.7,-54.9765,-60.8552
88.8,-54.9792,-60.7863
88.9,-54.9775,-60.7202
89,-54.9788,-60.6508
89.1,-54.9794,-60.579
89.2,-54.9826,-60.5087
89.3,-54.9778,-60.434
89.4,-54.9754,-60.3652
89.5,-54.9779,-60.2951
89.6,-54.9787,-60.2173
